index,original_stem,original_input_name,original_target_name,original_caption_name,numbered_conditioning_name,numbered_target_name
000218,L223_2_crop006,L223_2_crop006.png,L223_2_crop006.png,L223_2_crop006.txt,conditioning_000218.png,target_000218.png
000219,L3112_0_crop019,L3112_0_crop019.png,L3112_0_crop019.png,L3112_0_crop019.txt,conditioning_000219.png,target_000219.png
000220,L3112_2_crop006,L3112_2_crop006.png,L3112_2_crop006.png,L3112_2_crop006.txt,conditioning_000220.png,target_000220.png
000221,L2b1_1_crop003,L2b1_1_crop003.png,L2b1_1_crop003.png,L2b1_1_crop003.txt,conditioning_000221.png,target_000221.png
000222,L123_1_crop025,L123_1_crop025.png,L123_1_crop025.png,L123_1_crop025.txt,conditioning_000222.png,target_000222.png
000223,L302_0_crop032,L302_0_crop032.png,L302_0_crop032.png,L302_0_crop032.txt,conditioning_000223.png,target_000223.png
000224,L223_0_crop009,L223_0_crop009.png,L223_0_crop009.png,L223_0_crop009.txt,conditioning_000224.png,target_000224.png
000225,L201_2_crop014,L201_2_crop014.png,L201_2_crop014.png,L201_2_crop014.txt,conditioning_000225.png,target_000225.png
000226,L2b2_2_crop017,L2b2_2_crop017.png,L2b2_2_crop017.png,L2b2_2_crop017.txt,conditioning_000226.png,target_000226.png
000227,L211_0_crop033,L211_0_crop033.png,L211_0_crop033.png,L211_0_crop033.txt,conditioning_000227.png,target_000227.png
000228,L213_2_crop002,L213_2_crop002.png,L213_2_crop002.png,L213_2_crop002.txt,conditioning_000228.png,target_000228.png
000229,L3322_2_crop010,L3322_2_crop010.png,L3322_2_crop010.png,L3322_2_crop010.txt,conditioning_000229.png,target_000229.png
000230,L112_2_crop022,L112_2_crop022.png,L112_2_crop022.png,L112_2_crop022.txt,conditioning_000230.png,target_000230.png
000231,L3112_2_crop017,L3112_2_crop017.png,L3112_2_crop017.png,L3112_2_crop017.txt,conditioning_000231.png,target_000231.png
000232,L113_1_crop019,L113_1_crop019.png,L113_1_crop019.png,L113_1_crop019.txt,conditioning_000232.png,target_000232.png
000233,L1112_0_crop025,L1112_0_crop025.png,L1112_0_crop025.png,L1112_0_crop025.txt,conditioning_000233.png,target_000233.png
000234,L211_2_crop002,L211_2_crop002.png,L211_2_crop002.png,L211_2_crop002.txt,conditioning_000234.png,target_000234.png
000235,L112_2_crop030,L112_2_crop030.png,L112_2_crop030.png,L112_2_crop030.txt,conditioning_000235.png,target_000235.png
000236,L223_0_crop027,L223_0_crop027.png,L223_0_crop027.png,L223_0_crop027.txt,conditioning_000236.png,target_000236.png
000237,L111_1_crop011,L111_1_crop011.png,L111_1_crop011.png,L111_1_crop011.txt,conditioning_000237.png,target_000237.png
000238,L211_2_crop010,L211_2_crop010.png,L211_2_crop010.png,L211_2_crop010.txt,conditioning_000238.png,target_000238.png
000239,L303_0_crop018,L303_0_crop018.png,L303_0_crop018.png,L303_0_crop018.txt,conditioning_000239.png,target_000239.png
000240,L100_1_crop010,L100_1_crop010.png,L100_1_crop010.png,L100_1_crop010.txt,conditioning_000240.png,target_000240.png
000241,L2312_2_crop017,L2312_2_crop017.png,L2312_2_crop017.png,L2312_2_crop017.txt,conditioning_000241.png,target_000241.png
000242,L424_2_crop003,L424_2_crop003.png,L424_2_crop003.png,L424_2_crop003.txt,conditioning_000242.png,target_000242.png
000243,L2312_0_crop012,L2312_0_crop012.png,L2312_0_crop012.png,L2312_0_crop012.txt,conditioning_000243.png,target_000243.png
000244,L321_2_crop013,L321_2_crop013.png,L321_2_crop013.png,L321_2_crop013.txt,conditioning_000244.png,target_000244.png
000245,L331_1_crop008,L331_1_crop008.png,L331_1_crop008.png,L331_1_crop008.txt,conditioning_000245.png,target_000245.png
000246,L123_2_crop010,L123_2_crop010.png,L123_2_crop010.png,L123_2_crop010.txt,conditioning_000246.png,target_000246.png
000247,L331_0_crop021,L331_0_crop021.png,L331_0_crop021.png,L331_0_crop021.txt,conditioning_000247.png,target_000247.png
000248,L133_2_crop006,L133_2_crop006.png,L133_2_crop006.png,L133_2_crop006.txt,conditioning_000248.png,target_000248.png
000249,L413_1_crop009,L413_1_crop009.png,L413_1_crop009.png,L413_1_crop009.txt,conditioning_000249.png,target_000249.png
000250,L212_1_crop027,L212_1_crop027.png,L212_1_crop027.png,L212_1_crop027.txt,conditioning_000250.png,target_000250.png
000251,L101_0_crop003,L101_0_crop003.png,L101_0_crop003.png,L101_0_crop003.txt,conditioning_000251.png,target_000251.png
000252,L2b1_2_crop012,L2b1_2_crop012.png,L2b1_2_crop012.png,L2b1_2_crop012.txt,conditioning_000252.png,target_000252.png
000253,L411_2_crop008,L411_2_crop008.png,L411_2_crop008.png,L411_2_crop008.txt,conditioning_000253.png,target_000253.png
000254,L302_0_crop002,L302_0_crop002.png,L302_0_crop002.png,L302_0_crop002.txt,conditioning_000254.png,target_000254.png
000255,L212_1_crop010,L212_1_crop010.png,L212_1_crop010.png,L212_1_crop010.txt,conditioning_000255.png,target_000255.png
000256,L1112_0_crop007,L1112_0_crop007.png,L1112_0_crop007.png,L1112_0_crop007.txt,conditioning_000256.png,target_000256.png
000257,L2b2_1_crop012,L2b2_1_crop012.png,L2b2_1_crop012.png,L2b2_1_crop012.txt,conditioning_000257.png,target_000257.png
000258,L411_2_crop013,L411_2_crop013.png,L411_2_crop013.png,L411_2_crop013.txt,conditioning_000258.png,target_000258.png
000259,L213_0_crop005,L213_0_crop005.png,L213_0_crop005.png,L213_0_crop005.txt,conditioning_000259.png,target_000259.png
000260,L113_0_crop023,L113_0_crop023.png,L113_0_crop023.png,L113_0_crop023.txt,conditioning_000260.png,target_000260.png
000261,L303_1_crop027,L303_1_crop027.png,L303_1_crop027.png,L303_1_crop027.txt,conditioning_000261.png,target_000261.png
000262,L232_1_crop002,L232_1_crop002.png,L232_1_crop002.png,L232_1_crop002.txt,conditioning_000262.png,target_000262.png
000263,L2b2_1_crop019,L2b2_1_crop019.png,L2b2_1_crop019.png,L2b2_1_crop019.txt,conditioning_000263.png,target_000263.png
000264,L411_1_crop004,L411_1_crop004.png,L411_1_crop004.png,L411_1_crop004.txt,conditioning_000264.png,target_000264.png
000265,L3112_0_crop007,L3112_0_crop007.png,L3112_0_crop007.png,L3112_0_crop007.txt,conditioning_000265.png,target_000265.png
000266,L133_0_crop018,L133_0_crop018.png,L133_0_crop018.png,L133_0_crop018.txt,conditioning_000266.png,target_000266.png
000267,L331_0_crop031,L331_0_crop031.png,L331_0_crop031.png,L331_0_crop031.txt,conditioning_000267.png,target_000267.png
000268,L223_2_crop005,L223_2_crop005.png,L223_2_crop005.png,L223_2_crop005.txt,conditioning_000268.png,target_000268.png
000269,L201_2_crop012,L201_2_crop012.png,L201_2_crop012.png,L201_2_crop012.txt,conditioning_000269.png,target_000269.png
000270,L232_0_crop001,L232_0_crop001.png,L232_0_crop001.png,L232_0_crop001.txt,conditioning_000270.png,target_000270.png
000271,L212_1_crop028,L212_1_crop028.png,L212_1_crop028.png,L212_1_crop028.txt,conditioning_000271.png,target_000271.png
000272,L3322_2_crop006,L3322_2_crop006.png,L3322_2_crop006.png,L3322_2_crop006.txt,conditioning_000272.png,target_000272.png
000273,L133_0_crop038,L133_0_crop038.png,L133_0_crop038.png,L133_0_crop038.txt,conditioning_000273.png,target_000273.png
000274,L3112_1_crop011,L3112_1_crop011.png,L3112_1_crop011.png,L3112_1_crop011.txt,conditioning_000274.png,target_000274.png
000275,L411_1_crop020,L411_1_crop020.png,L411_1_crop020.png,L411_1_crop020.txt,conditioning_000275.png,target_000275.png
000276,L2b2_0_crop025,L2b2_0_crop025.png,L2b2_0_crop025.png,L2b2_0_crop025.txt,conditioning_000276.png,target_000276.png
000277,L3112_0_crop012,L3112_0_crop012.png,L3112_0_crop012.png,L3112_0_crop012.txt,conditioning_000277.png,target_000277.png
000278,L1311_0_crop006,L1311_0_crop006.png,L1311_0_crop006.png,L1311_0_crop006.txt,conditioning_000278.png,target_000278.png
000279,L100_2_crop013,L100_2_crop013.png,L100_2_crop013.png,L100_2_crop013.txt,conditioning_000279.png,target_000279.png
000280,L2b1_0_crop019,L2b1_0_crop019.png,L2b1_0_crop019.png,L2b1_0_crop019.txt,conditioning_000280.png,target_000280.png
000281,L332_0_crop014,L332_0_crop014.png,L332_0_crop014.png,L332_0_crop014.txt,conditioning_000281.png,target_000281.png
000282,L133_1_crop013,L133_1_crop013.png,L133_1_crop013.png,L133_1_crop013.txt,conditioning_000282.png,target_000282.png
000283,L112_0_crop018,L112_0_crop018.png,L112_0_crop018.png,L112_0_crop018.txt,conditioning_000283.png,target_000283.png
000284,L223_0_crop019,L223_0_crop019.png,L223_0_crop019.png,L223_0_crop019.txt,conditioning_000284.png,target_000284.png
000285,L123_0_crop037,L123_0_crop037.png,L123_0_crop037.png,L123_0_crop037.txt,conditioning_000285.png,target_000285.png
000286,L222_2_crop025,L222_2_crop025.png,L222_2_crop025.png,L222_2_crop025.txt,conditioning_000286.png,target_000286.png
000287,L232_0_crop008,L232_0_crop008.png,L232_0_crop008.png,L232_0_crop008.txt,conditioning_000287.png,target_000287.png
000288,L211_2_crop023,L211_2_crop023.png,L211_2_crop023.png,L211_2_crop023.txt,conditioning_000288.png,target_000288.png
000289,L412_1_crop015,L412_1_crop015.png,L412_1_crop015.png,L412_1_crop015.txt,conditioning_000289.png,target_000289.png
000290,L222_0_crop003,L222_0_crop003.png,L222_0_crop003.png,L222_0_crop003.txt,conditioning_000290.png,target_000290.png
000291,L311_0_crop036,L311_0_crop036.png,L311_0_crop036.png,L311_0_crop036.txt,conditioning_000291.png,target_000291.png
000292,L133_2_crop002,L133_2_crop002.png,L133_2_crop002.png,L133_2_crop002.txt,conditioning_000292.png,target_000292.png
000293,L212_2_crop009,L212_2_crop009.png,L212_2_crop009.png,L212_2_crop009.txt,conditioning_000293.png,target_000293.png
000294,L201_0_crop033,L201_0_crop033.png,L201_0_crop033.png,L201_0_crop033.txt,conditioning_000294.png,target_000294.png
000295,L2312_1_crop018,L2312_1_crop018.png,L2312_1_crop018.png,L2312_1_crop018.txt,conditioning_000295.png,target_000295.png
000296,L411_0_crop011,L411_0_crop011.png,L411_0_crop011.png,L411_0_crop011.txt,conditioning_000296.png,target_000296.png
000297,L231_1_crop014,L231_1_crop014.png,L231_1_crop014.png,L231_1_crop014.txt,conditioning_000297.png,target_000297.png
000298,L2b2_1_crop007,L2b2_1_crop007.png,L2b2_1_crop007.png,L2b2_1_crop007.txt,conditioning_000298.png,target_000298.png
000299,L123_1_crop009,L123_1_crop009.png,L123_1_crop009.png,L123_1_crop009.txt,conditioning_000299.png,target_000299.png
000300,L2b2_2_crop012,L2b2_2_crop012.png,L2b2_2_crop012.png,L2b2_2_crop012.txt,conditioning_000300.png,target_000300.png
000301,L4322_0_crop005,L4322_0_crop005.png,L4322_0_crop005.png,L4322_0_crop005.txt,conditioning_000301.png,target_000301.png
000302,L2312_0_crop014,L2312_0_crop014.png,L2312_0_crop014.png,L2312_0_crop014.txt,conditioning_000302.png,target_000302.png
000303,L2312_1_crop011,L2312_1_crop011.png,L2312_1_crop011.png,L2312_1_crop011.txt,conditioning_000303.png,target_000303.png
000304,L100_1_crop024,L100_1_crop024.png,L100_1_crop024.png,L100_1_crop024.txt,conditioning_000304.png,target_000304.png
000305,L201_2_crop010,L201_2_crop010.png,L201_2_crop010.png,L201_2_crop010.txt,conditioning_000305.png,target_000305.png
000306,L1311_0_crop003,L1311_0_crop003.png,L1311_0_crop003.png,L1311_0_crop003.txt,conditioning_000306.png,target_000306.png
000307,L223_1_crop010,L223_1_crop010.png,L223_1_crop010.png,L223_1_crop010.txt,conditioning_000307.png,target_000307.png
000308,L303_2_crop006,L303_2_crop006.png,L303_2_crop006.png,L303_2_crop006.txt,conditioning_000308.png,target_000308.png
000309,L1112_1_crop001,L1112_1_crop001.png,L1112_1_crop001.png,L1112_1_crop001.txt,conditioning_000309.png,target_000309.png
000310,L321_2_crop030,L321_2_crop030.png,L321_2_crop030.png,L321_2_crop030.txt,conditioning_000310.png,target_000310.png
000311,L222_2_crop014,L222_2_crop014.png,L222_2_crop014.png,L222_2_crop014.txt,conditioning_000311.png,target_000311.png
000312,L201_0_crop025,L201_0_crop025.png,L201_0_crop025.png,L201_0_crop025.txt,conditioning_000312.png,target_000312.png
000313,L2312_0_crop026,L2312_0_crop026.png,L2312_0_crop026.png,L2312_0_crop026.txt,conditioning_000313.png,target_000313.png
000314,L332_0_crop027,L332_0_crop027.png,L332_0_crop027.png,L332_0_crop027.txt,conditioning_000314.png,target_000314.png
000315,L213_0_crop012,L213_0_crop012.png,L213_0_crop012.png,L213_0_crop012.txt,conditioning_000315.png,target_000315.png
000316,L313_0_crop010,L313_0_crop010.png,L313_0_crop010.png,L313_0_crop010.txt,conditioning_000316.png,target_000316.png
000317,L222_0_crop035,L222_0_crop035.png,L222_0_crop035.png,L222_0_crop035.txt,conditioning_000317.png,target_000317.png
000318,L112_0_crop008,L112_0_crop008.png,L112_0_crop008.png,L112_0_crop008.txt,conditioning_000318.png,target_000318.png
000319,L212_2_crop030,L212_2_crop030.png,L212_2_crop030.png,L212_2_crop030.txt,conditioning_000319.png,target_000319.png
000320,L303_0_crop030,L303_0_crop030.png,L303_0_crop030.png,L303_0_crop030.txt,conditioning_000320.png,target_000320.png
000321,L404_1_crop015,L404_1_crop015.png,L404_1_crop015.png,L404_1_crop015.txt,conditioning_000321.png,target_000321.png
000322,L331_0_crop014,L331_0_crop014.png,L331_0_crop014.png,L331_0_crop014.txt,conditioning_000322.png,target_000322.png
000323,L1112_2_crop007,L1112_2_crop007.png,L1112_2_crop007.png,L1112_2_crop007.txt,conditioning_000323.png,target_000323.png
000324,L404_0_crop026,L404_0_crop026.png,L404_0_crop026.png,L404_0_crop026.txt,conditioning_000324.png,target_000324.png
000325,L2b1_0_crop016,L2b1_0_crop016.png,L2b1_0_crop016.png,L2b1_0_crop016.txt,conditioning_000325.png,target_000325.png
000326,L213_2_crop010,L213_2_crop010.png,L213_2_crop010.png,L213_2_crop010.txt,conditioning_000326.png,target_000326.png
000327,L113_1_crop013,L113_1_crop013.png,L113_1_crop013.png,L113_1_crop013.txt,conditioning_000327.png,target_000327.png
000328,L3322_0_crop029,L3322_0_crop029.png,L3322_0_crop029.png,L3322_0_crop029.txt,conditioning_000328.png,target_000328.png
000329,L223_0_crop008,L223_0_crop008.png,L223_0_crop008.png,L223_0_crop008.txt,conditioning_000329.png,target_000329.png
000330,L2b1_0_crop009,L2b1_0_crop009.png,L2b1_0_crop009.png,L2b1_0_crop009.txt,conditioning_000330.png,target_000330.png
000331,L313_1_crop006,L313_1_crop006.png,L313_1_crop006.png,L313_1_crop006.txt,conditioning_000331.png,target_000331.png
000332,L113_1_crop014,L113_1_crop014.png,L113_1_crop014.png,L113_1_crop014.txt,conditioning_000332.png,target_000332.png
000333,L3112_1_crop006,L3112_1_crop006.png,L3112_1_crop006.png,L3112_1_crop006.txt,conditioning_000333.png,target_000333.png
000334,L211_1_crop005,L211_1_crop005.png,L211_1_crop005.png,L211_1_crop005.txt,conditioning_000334.png,target_000334.png
000335,L312_0_crop034,L312_0_crop034.png,L312_0_crop034.png,L312_0_crop034.txt,conditioning_000335.png,target_000335.png
000336,L304_2_crop002,L304_2_crop002.png,L304_2_crop002.png,L304_2_crop002.txt,conditioning_000336.png,target_000336.png
000337,L3322_2_crop015,L3322_2_crop015.png,L3322_2_crop015.png,L3322_2_crop015.txt,conditioning_000337.png,target_000337.png
000338,L211_2_crop006,L211_2_crop006.png,L211_2_crop006.png,L211_2_crop006.txt,conditioning_000338.png,target_000338.png
000339,L113_0_crop018,L113_0_crop018.png,L113_0_crop018.png,L113_0_crop018.txt,conditioning_000339.png,target_000339.png
000340,L113_0_crop027,L113_0_crop027.png,L113_0_crop027.png,L113_0_crop027.txt,conditioning_000340.png,target_000340.png
000341,L313_1_crop018,L313_1_crop018.png,L313_1_crop018.png,L313_1_crop018.txt,conditioning_000341.png,target_000341.png
000342,L213_0_crop019,L213_0_crop019.png,L213_0_crop019.png,L213_0_crop019.txt,conditioning_000342.png,target_000342.png
000343,L411_1_crop010,L411_1_crop010.png,L411_1_crop010.png,L411_1_crop010.txt,conditioning_000343.png,target_000343.png
000344,L232_2_crop017,L232_2_crop017.png,L232_2_crop017.png,L232_2_crop017.txt,conditioning_000344.png,target_000344.png
000345,L223_0_crop018,L223_0_crop018.png,L223_0_crop018.png,L223_0_crop018.txt,conditioning_000345.png,target_000345.png
000346,L403_0_crop005,L403_0_crop005.png,L403_0_crop005.png,L403_0_crop005.txt,conditioning_000346.png,target_000346.png
000347,L2012_0_crop006,L2012_0_crop006.png,L2012_0_crop006.png,L2012_0_crop006.txt,conditioning_000347.png,target_000347.png
000348,L211_0_crop014,L211_0_crop014.png,L211_0_crop014.png,L211_0_crop014.txt,conditioning_000348.png,target_000348.png
000349,L3112_1_crop007,L3112_1_crop007.png,L3112_1_crop007.png,L3112_1_crop007.txt,conditioning_000349.png,target_000349.png
000350,L123_0_crop022,L123_0_crop022.png,L123_0_crop022.png,L123_0_crop022.txt,conditioning_000350.png,target_000350.png
000351,L201_2_crop016,L201_2_crop016.png,L201_2_crop016.png,L201_2_crop016.txt,conditioning_000351.png,target_000351.png
000352,L201_1_crop013,L201_1_crop013.png,L201_1_crop013.png,L201_1_crop013.txt,conditioning_000352.png,target_000352.png
000353,L304_0_crop018,L304_0_crop018.png,L304_0_crop018.png,L304_0_crop018.txt,conditioning_000353.png,target_000353.png
000354,L331_2_crop003,L331_2_crop003.png,L331_2_crop003.png,L331_2_crop003.txt,conditioning_000354.png,target_000354.png
000355,L212_2_crop001,L212_2_crop001.png,L212_2_crop001.png,L212_2_crop001.txt,conditioning_000355.png,target_000355.png
000356,L111_2_crop002,L111_2_crop002.png,L111_2_crop002.png,L111_2_crop002.txt,conditioning_000356.png,target_000356.png
000357,L313_2_crop015,L313_2_crop015.png,L313_2_crop015.png,L313_2_crop015.txt,conditioning_000357.png,target_000357.png
000358,L311_0_crop011,L311_0_crop011.png,L311_0_crop011.png,L311_0_crop011.txt,conditioning_000358.png,target_000358.png
000359,L412_0_crop002,L412_0_crop002.png,L412_0_crop002.png,L412_0_crop002.txt,conditioning_000359.png,target_000359.png
000360,L412_2_crop020,L412_2_crop020.png,L412_2_crop020.png,L412_2_crop020.txt,conditioning_000360.png,target_000360.png
000361,L2b1_1_crop011,L2b1_1_crop011.png,L2b1_1_crop011.png,L2b1_1_crop011.txt,conditioning_000361.png,target_000361.png
000362,L133_1_crop010,L133_1_crop010.png,L133_1_crop010.png,L133_1_crop010.txt,conditioning_000362.png,target_000362.png
000363,L2012_2_crop013,L2012_2_crop013.png,L2012_2_crop013.png,L2012_2_crop013.txt,conditioning_000363.png,target_000363.png
000364,L232_2_crop006,L232_2_crop006.png,L232_2_crop006.png,L232_2_crop006.txt,conditioning_000364.png,target_000364.png
000365,L112_0_crop029,L112_0_crop029.png,L112_0_crop029.png,L112_0_crop029.txt,conditioning_000365.png,target_000365.png
000366,L3322_1_crop013,L3322_1_crop013.png,L3322_1_crop013.png,L3322_1_crop013.txt,conditioning_000366.png,target_000366.png
000367,L332_2_crop005,L332_2_crop005.png,L332_2_crop005.png,L332_2_crop005.txt,conditioning_000367.png,target_000367.png
000368,L111_0_crop023,L111_0_crop023.png,L111_0_crop023.png,L111_0_crop023.txt,conditioning_000368.png,target_000368.png
000369,L311_1_crop010,L311_1_crop010.png,L311_1_crop010.png,L311_1_crop010.txt,conditioning_000369.png,target_000369.png
000370,L412_2_crop014,L412_2_crop014.png,L412_2_crop014.png,L412_2_crop014.txt,conditioning_000370.png,target_000370.png
000371,L222_2_crop021,L222_2_crop021.png,L222_2_crop021.png,L222_2_crop021.txt,conditioning_000371.png,target_000371.png
000372,L411_1_crop005,L411_1_crop005.png,L411_1_crop005.png,L411_1_crop005.txt,conditioning_000372.png,target_000372.png
000373,L113_0_crop007,L113_0_crop007.png,L113_0_crop007.png,L113_0_crop007.txt,conditioning_000373.png,target_000373.png
000374,L232_0_crop024,L232_0_crop024.png,L232_0_crop024.png,L232_0_crop024.txt,conditioning_000374.png,target_000374.png
000375,L404_1_crop010,L404_1_crop010.png,L404_1_crop010.png,L404_1_crop010.txt,conditioning_000375.png,target_000375.png
000376,L3122_1_crop005,L3122_1_crop005.png,L3122_1_crop005.png,L3122_1_crop005.txt,conditioning_000376.png,target_000376.png
000377,L312_0_crop006,L312_0_crop006.png,L312_0_crop006.png,L312_0_crop006.txt,conditioning_000377.png,target_000377.png
000378,L413_0_crop014,L413_0_crop014.png,L413_0_crop014.png,L413_0_crop014.txt,conditioning_000378.png,target_000378.png
000379,L312_0_crop011,L312_0_crop011.png,L312_0_crop011.png,L312_0_crop011.txt,conditioning_000379.png,target_000379.png
000380,L201_1_crop029,L201_1_crop029.png,L201_1_crop029.png,L201_1_crop029.txt,conditioning_000380.png,target_000380.png
000381,L332_2_crop006,L332_2_crop006.png,L332_2_crop006.png,L332_2_crop006.txt,conditioning_000381.png,target_000381.png
000382,L1311_0_crop023,L1311_0_crop023.png,L1311_0_crop023.png,L1311_0_crop023.txt,conditioning_000382.png,target_000382.png
000383,L302_0_crop006,L302_0_crop006.png,L302_0_crop006.png,L302_0_crop006.txt,conditioning_000383.png,target_000383.png
000384,L1112_1_crop012,L1112_1_crop012.png,L1112_1_crop012.png,L1112_1_crop012.txt,conditioning_000384.png,target_000384.png
000385,L304_0_crop019,L304_0_crop019.png,L304_0_crop019.png,L304_0_crop019.txt,conditioning_000385.png,target_000385.png
000386,L313_0_crop005,L313_0_crop005.png,L313_0_crop005.png,L313_0_crop005.txt,conditioning_000386.png,target_000386.png
000387,L113_0_crop016,L113_0_crop016.png,L113_0_crop016.png,L113_0_crop016.txt,conditioning_000387.png,target_000387.png
000388,L101_0_crop034,L101_0_crop034.png,L101_0_crop034.png,L101_0_crop034.txt,conditioning_000388.png,target_000388.png
000389,L100_2_crop001,L100_2_crop001.png,L100_2_crop001.png,L100_2_crop001.txt,conditioning_000389.png,target_000389.png
000390,L4322_1_crop001,L4322_1_crop001.png,L4322_1_crop001.png,L4322_1_crop001.txt,conditioning_000390.png,target_000390.png
000391,L112_1_crop021,L112_1_crop021.png,L112_1_crop021.png,L112_1_crop021.txt,conditioning_000391.png,target_000391.png
000392,L112_2_crop017,L112_2_crop017.png,L112_2_crop017.png,L112_2_crop017.txt,conditioning_000392.png,target_000392.png
000393,L223_2_crop014,L223_2_crop014.png,L223_2_crop014.png,L223_2_crop014.txt,conditioning_000393.png,target_000393.png
000394,L413_1_crop008,L413_1_crop008.png,L413_1_crop008.png,L413_1_crop008.txt,conditioning_000394.png,target_000394.png
000395,L112_2_crop029,L112_2_crop029.png,L112_2_crop029.png,L112_2_crop029.txt,conditioning_000395.png,target_000395.png
000396,L213_0_crop016,L213_0_crop016.png,L213_0_crop016.png,L213_0_crop016.txt,conditioning_000396.png,target_000396.png
000397,L1112_2_crop019,L1112_2_crop019.png,L1112_2_crop019.png,L1112_2_crop019.txt,conditioning_000397.png,target_000397.png
000398,L123_0_crop036,L123_0_crop036.png,L123_0_crop036.png,L123_0_crop036.txt,conditioning_000398.png,target_000398.png
000399,L211_0_crop031,L211_0_crop031.png,L211_0_crop031.png,L211_0_crop031.txt,conditioning_000399.png,target_000399.png
000400,L211_1_crop024,L211_1_crop024.png,L211_1_crop024.png,L211_1_crop024.txt,conditioning_000400.png,target_000400.png
000401,L2b2_1_crop016,L2b2_1_crop016.png,L2b2_1_crop016.png,L2b2_1_crop016.txt,conditioning_000401.png,target_000401.png
000402,L2012_2_crop011,L2012_2_crop011.png,L2012_2_crop011.png,L2012_2_crop011.txt,conditioning_000402.png,target_000402.png
000403,L113_2_crop003,L113_2_crop003.png,L113_2_crop003.png,L113_2_crop003.txt,conditioning_000403.png,target_000403.png
000404,L1112_2_crop011,L1112_2_crop011.png,L1112_2_crop011.png,L1112_2_crop011.txt,conditioning_000404.png,target_000404.png
000405,L212_0_crop002,L212_0_crop002.png,L212_0_crop002.png,L212_0_crop002.txt,conditioning_000405.png,target_000405.png
000406,L112_0_crop021,L112_0_crop021.png,L112_0_crop021.png,L112_0_crop021.txt,conditioning_000406.png,target_000406.png
000407,L213_0_crop001,L213_0_crop001.png,L213_0_crop001.png,L213_0_crop001.txt,conditioning_000407.png,target_000407.png
000408,L222_0_crop015,L222_0_crop015.png,L222_0_crop015.png,L222_0_crop015.txt,conditioning_000408.png,target_000408.png
000409,L222_0_crop008,L222_0_crop008.png,L222_0_crop008.png,L222_0_crop008.txt,conditioning_000409.png,target_000409.png
000410,L2b1_2_crop019,L2b1_2_crop019.png,L2b1_2_crop019.png,L2b1_2_crop019.txt,conditioning_000410.png,target_000410.png
000411,L3322_0_crop021,L3322_0_crop021.png,L3322_0_crop021.png,L3322_0_crop021.txt,conditioning_000411.png,target_000411.png
000412,L303_0_crop028,L303_0_crop028.png,L303_0_crop028.png,L303_0_crop028.txt,conditioning_000412.png,target_000412.png
000413,L212_0_crop023,L212_0_crop023.png,L212_0_crop023.png,L212_0_crop023.txt,conditioning_000413.png,target_000413.png
000414,L222_2_crop007,L222_2_crop007.png,L222_2_crop007.png,L222_2_crop007.txt,conditioning_000414.png,target_000414.png
000415,L133_0_crop002,L133_0_crop002.png,L133_0_crop002.png,L133_0_crop002.txt,conditioning_000415.png,target_000415.png
000416,L411_1_crop008,L411_1_crop008.png,L411_1_crop008.png,L411_1_crop008.txt,conditioning_000416.png,target_000416.png
000417,L123_0_crop025,L123_0_crop025.png,L123_0_crop025.png,L123_0_crop025.txt,conditioning_000417.png,target_000417.png
000418,L211_2_crop024,L211_2_crop024.png,L211_2_crop024.png,L211_2_crop024.txt,conditioning_000418.png,target_000418.png
000419,L332_2_crop002,L332_2_crop002.png,L332_2_crop002.png,L332_2_crop002.txt,conditioning_000419.png,target_000419.png
000420,L411_1_crop011,L411_1_crop011.png,L411_1_crop011.png,L411_1_crop011.txt,conditioning_000420.png,target_000420.png
000421,L231_1_crop009,L231_1_crop009.png,L231_1_crop009.png,L231_1_crop009.txt,conditioning_000421.png,target_000421.png
000422,L2312_1_crop002,L2312_1_crop002.png,L2312_1_crop002.png,L2312_1_crop002.txt,conditioning_000422.png,target_000422.png
000423,L112_2_crop004,L112_2_crop004.png,L112_2_crop004.png,L112_2_crop004.txt,conditioning_000423.png,target_000423.png
000424,L404_0_crop007,L404_0_crop007.png,L404_0_crop007.png,L404_0_crop007.txt,conditioning_000424.png,target_000424.png
000425,L123_0_crop004,L123_0_crop004.png,L123_0_crop004.png,L123_0_crop004.txt,conditioning_000425.png,target_000425.png
000426,L304_1_crop014,L304_1_crop014.png,L304_1_crop014.png,L304_1_crop014.txt,conditioning_000426.png,target_000426.png
000427,L201_0_crop039,L201_0_crop039.png,L201_0_crop039.png,L201_0_crop039.txt,conditioning_000427.png,target_000427.png
000428,L1311_0_crop015,L1311_0_crop015.png,L1311_0_crop015.png,L1311_0_crop015.txt,conditioning_000428.png,target_000428.png
000429,L123_0_crop003,L123_0_crop003.png,L123_0_crop003.png,L123_0_crop003.txt,conditioning_000429.png,target_000429.png
000430,L303_2_crop024,L303_2_crop024.png,L303_2_crop024.png,L303_2_crop024.txt,conditioning_000430.png,target_000430.png
000431,L2b2_0_crop023,L2b2_0_crop023.png,L2b2_0_crop023.png,L2b2_0_crop023.txt,conditioning_000431.png,target_000431.png
000432,L4322_1_crop005,L4322_1_crop005.png,L4322_1_crop005.png,L4322_1_crop005.txt,conditioning_000432.png,target_000432.png
000433,L213_0_crop014,L213_0_crop014.png,L213_0_crop014.png,L213_0_crop014.txt,conditioning_000433.png,target_000433.png
000434,L313_1_crop013,L313_1_crop013.png,L313_1_crop013.png,L313_1_crop013.txt,conditioning_000434.png,target_000434.png
